lcl|CDHK01000001.1_cds_CEJ53651.1_1	PMG11_00001
lcl|CDHK01000008.1_cds_CEJ60397.1_9393	PMG11_08973
lcl|CDHK01000008.1_cds_CEJ60398.1_9394	PMG11_08974
lcl|CDHK01000008.1_cds_CEJ60399.1_9395	PMG11_08975
lcl|CDHK01000008.1_cds_CEJ60400.1_9396	PMG11_08976
lcl|CDHK01000008.1_cds_CEJ60401.1_9397	PMG11_08977
lcl|CDHK01000008.1_cds_CEJ60402.1_9398	PMG11_08978
lcl|CDHK01000008.1_cds_CEJ60403.1_9399	PMG11_08979
lcl|CDHK01000008.1_cds_CEJ60404.1_9400	PMG11_08980
lcl|CDHK01000008.1_cds_CEJ60405.1_9401	PMG11_08981
lcl|CDHK01000008.1_cds_CEJ60406.1_9402	PMG11_08982
lcl|CDHK01000008.1_cds_CEJ60407.1_9403	PMG11_08983
lcl|CDHK01000008.1_cds_CEJ60408.1_9404	PMG11_08984
lcl|CDHK01000008.1_cds_CEJ60409.1_9405	PMG11_08985
lcl|CDHK01000008.1_cds_CEJ60410.1_9406	PMG11_08986
lcl|CDHK01000008.1_cds_CEJ60411.1_9407	PMG11_08987
lcl|CDHK01000008.1_cds_CEJ60412.1_9408	PMG11_08988
lcl|CDHK01000008.1_cds_CEJ60413.1_9409	PMG11_08989
lcl|CDHK01000008.1_cds_CEJ60414.1_9410	PMG11_08990
lcl|CDHK01000008.1_cds_CEJ60415.1_9411	PMG11_08990
lcl|CDHK01000008.1_cds_CEJ60416.1_9412	PMG11_08991
lcl|CDHK01000008.1_cds_CEJ60417.1_9413	PMG11_08992
lcl|CDHK01000008.1_cds_CEJ60418.1_9414	PMG11_08993
lcl|CDHK01000008.1_cds_CEJ60419.1_9415	PMG11_08994
lcl|CDHK01000008.1_cds_CEJ60420.1_9416	PMG11_08995
lcl|CDHK01000008.1_cds_CEJ60421.1_9417	PMG11_08996
lcl|CDHK01000008.1_cds_CEJ60422.1_9418	PMG11_08997
lcl|CDHK01000008.1_cds_CEJ60423.1_9419	PMG11_08998
lcl|CDHK01000008.1_cds_CEJ60424.1_9420	PMG11_08999
lcl|CDHK01000008.1_cds_CEJ60425.1_9421	PMG11_09000
lcl|CDHK01000008.1_cds_CEJ60426.1_9422	PMG11_09001
lcl|CDHK01000008.1_cds_CEJ60427.1_9423	PMG11_09002
lcl|CDHK01000008.1_cds_CEJ60428.1_9424	PMG11_09003
lcl|CDHK01000008.1_cds_CEJ60429.1_9425	PMG11_09004
lcl|CDHK01000008.1_cds_CEJ60430.1_9426	PMG11_09005
lcl|CDHK01000008.1_cds_CEJ60431.1_9427	PMG11_09006
lcl|CDHK01000008.1_cds_CEJ60432.1_9428	PMG11_09008
lcl|CDHK01000008.1_cds_CEJ60433.1_9429	PMG11_09007
lcl|CDHK01000008.1_cds_CEJ60434.1_9430	PMG11_09007
lcl|CDHK01000008.1_cds_CEJ60435.1_9431	PMG11_09009
lcl|CDHK01000008.1_cds_CEJ60437.1_9432	PMG11_09010
lcl|CDHK01000008.1_cds_CEJ60436.1_9433	PMG11_09010
lcl|CDHK01000008.1_cds_CEJ60438.1_9434	PMG11_09011
lcl|CDHK01000008.1_cds_CEJ60439.1_9435	PMG11_09012
lcl|CDHK01000008.1_cds_CEJ60440.1_9436	PMG11_09013
lcl|CDHK01000008.1_cds_CEJ60441.1_9437	PMG11_09014
lcl|CDHK01000008.1_cds_CEJ60442.1_9438	PMG11_09015
lcl|CDHK01000008.1_cds_CEJ60443.1_9439	PMG11_09016
lcl|CDHK01000008.1_cds_CEJ60444.1_9440	PMG11_09017
lcl|CDHK01000008.1_cds_CEJ60445.1_9441	PMG11_09018
lcl|CDHK01000008.1_cds_CEJ60446.1_9442	PMG11_09019
lcl|CDHK01000008.1_cds_CEJ60447.1_9443	PMG11_09020
lcl|CDHK01000008.1_cds_CEJ60448.1_9444	PMG11_09021
lcl|CDHK01000008.1_cds_CEJ60449.1_9445	PMG11_09022
lcl|CDHK01000008.1_cds_CEJ60450.1_9446	PMG11_09023
lcl|CDHK01000008.1_cds_CEJ60451.1_9447	PMG11_09024
lcl|CDHK01000008.1_cds_CEJ60452.1_9448	PMG11_09025
lcl|CDHK01000008.1_cds_CEJ60453.1_9449	PMG11_09026
lcl|CDHK01000008.1_cds_CEJ60454.1_9450	PMG11_09027
lcl|CDHK01000008.1_cds_CEJ60455.1_9451	PMG11_09028
lcl|CDHK01000008.1_cds_CEJ60456.1_9452	PMG11_09029
lcl|CDHK01000008.1_cds_CEJ60457.1_9453	PMG11_09030
lcl|CDHK01000008.1_cds_CEJ60458.1_9454	PMG11_09031
lcl|CDHK01000008.1_cds_CEJ60459.1_9455	PMG11_09032
lcl|CDHK01000008.1_cds_CEJ60460.1_9456	PMG11_09033
lcl|CDHK01000008.1_cds_CEJ60461.1_9457	PMG11_09034
lcl|CDHK01000008.1_cds_CEJ60462.1_9458	PMG11_09035
lcl|CDHK01000008.1_cds_CEJ60463.1_9459	PMG11_09036
lcl|CDHK01000008.1_cds_CEJ60464.1_9460	PMG11_09037
lcl|CDHK01000008.1_cds_CEJ60465.1_9461	PMG11_09038
lcl|CDHK01000008.1_cds_CEJ60466.1_9462	PMG11_09039
lcl|CDHK01000008.1_cds_CEJ60467.1_9463	PMG11_09040
lcl|CDHK01000008.1_cds_CEJ60468.1_9464	PMG11_09041
lcl|CDHK01000008.1_cds_CEJ60469.1_9465	PMG11_09042
lcl|CDHK01000008.1_cds_CEJ60470.1_9466	PMG11_09043
lcl|CDHK01000008.1_cds_CEJ60471.1_9467	PMG11_09044
lcl|CDHK01000008.1_cds_CEJ60472.1_9468	PMG11_09045
lcl|CDHK01000008.1_cds_CEJ60473.1_9469	PMG11_09046
lcl|CDHK01000008.1_cds_CEJ60474.1_9470	PMG11_09047
lcl|CDHK01000008.1_cds_CEJ60475.1_9471	PMG11_09048
lcl|CDHK01000008.1_cds_CEJ60476.1_9472	PMG11_09049
lcl|CDHK01000008.1_cds_CEJ60477.1_9473	PMG11_09050
lcl|CDHK01000008.1_cds_CEJ60478.1_9474	PMG11_09051
lcl|CDHK01000008.1_cds_CEJ60479.1_9475	PMG11_09052
lcl|CDHK01000008.1_cds_CEJ60480.1_9476	PMG11_09053
lcl|CDHK01000008.1_cds_CEJ60481.1_9477	PMG11_09054
lcl|CDHK01000008.1_cds_CEJ60482.1_9478	PMG11_09054
lcl|CDHK01000008.1_cds_CEJ60483.1_9479	PMG11_09055
lcl|CDHK01000008.1_cds_CEJ60484.1_9480	PMG11_09056
lcl|CDHK01000008.1_cds_CEJ60485.1_9481	PMG11_09057
lcl|CDHK01000008.1_cds_CEJ60486.1_9482	PMG11_09058
lcl|CDHK01000008.1_cds_CEJ60487.1_9483	PMG11_09059
lcl|CDHK01000008.1_cds_CEJ60488.1_9484	PMG11_09060
lcl|CDHK01000008.1_cds_CEJ60489.1_9485	PMG11_09061
lcl|CDHK01000008.1_cds_CEJ60490.1_9486	PMG11_09062
lcl|CDHK01000008.1_cds_CEJ60491.1_9487	PMG11_09063
lcl|CDHK01000008.1_cds_CEJ60492.1_9488	PMG11_09064
lcl|CDHK01000008.1_cds_CEJ60493.1_9489	PMG11_09065
lcl|CDHK01000008.1_cds_CEJ60494.1_9490	PMG11_09066
lcl|CDHK01000008.1_cds_CEJ60495.1_9491	PMG11_09067
lcl|CDHK01000008.1_cds_CEJ60496.1_9492	PMG11_09068
lcl|CDHK01000008.1_cds_CEJ60497.1_9493	PMG11_09069
lcl|CDHK01000008.1_cds_CEJ60498.1_9494	PMG11_09070
lcl|CDHK01000008.1_cds_CEJ60499.1_9495	PMG11_09071
lcl|CDHK01000008.1_cds_CEJ60500.1_9496	PMG11_09072
lcl|CDHK01000008.1_cds_CEJ60501.1_9497	PMG11_09073
lcl|CDHK01000008.1_cds_CEJ60502.1_9498	PMG11_09074
lcl|CDHK01000008.1_cds_CEJ60503.1_9499	PMG11_09075
lcl|CDHK01000008.1_cds_CEJ60504.1_9500	PMG11_09076
lcl|CDHK01000008.1_cds_CEJ60505.1_9501	PMG11_09077
lcl|CDHK01000008.1_cds_CEJ60506.1_9502	PMG11_09078
lcl|CDHK01000008.1_cds_CEJ60507.1_9503	PMG11_09079
lcl|CDHK01000008.1_cds_CEJ60508.1_9504	PMG11_09080
lcl|CDHK01000008.1_cds_CEJ60509.1_9505	PMG11_09081
lcl|CDHK01000008.1_cds_CEJ60510.1_9506	PMG11_09081
lcl|CDHK01000008.1_cds_CEJ60511.1_9507	PMG11_09082
lcl|CDHK01000008.1_cds_CEJ60512.1_9508	PMG11_09083
lcl|CDHK01000008.1_cds_CEJ60513.1_9509	PMG11_09084
lcl|CDHK01000008.1_cds_CEJ60514.1_9510	PMG11_09085
lcl|CDHK01000008.1_cds_CEJ60515.1_9511	PMG11_09086
lcl|CDHK01000008.1_cds_CEJ60516.1_9512	PMG11_09087
lcl|CDHK01000008.1_cds_CEJ60517.1_9513	PMG11_09088
lcl|CDHK01000008.1_cds_CEJ60518.1_9514	PMG11_09089
lcl|CDHK01000008.1_cds_CEJ60519.1_9515	PMG11_09090
lcl|CDHK01000008.1_cds_CEJ60520.1_9516	PMG11_09091
lcl|CDHK01000008.1_cds_CEJ60521.1_9517	PMG11_09092
lcl|CDHK01000008.1_cds_CEJ60522.1_9518	PMG11_09093
lcl|CDHK01000008.1_cds_CEJ60523.1_9519	PMG11_09094
lcl|CDHK01000008.1_cds_CEJ60524.1_9520	PMG11_09095
lcl|CDHK01000008.1_cds_CEJ60525.1_9521	PMG11_09096
lcl|CDHK01000008.1_cds_CEJ60526.1_9522	PMG11_09097
lcl|CDHK01000008.1_cds_CEJ60527.1_9523	PMG11_09098
lcl|CDHK01000008.1_cds_CEJ60528.1_9524	PMG11_09099
lcl|CDHK01000008.1_cds_CEJ60529.1_9525	PMG11_09100
lcl|CDHK01000008.1_cds_CEJ60530.1_9526	PMG11_09101
lcl|CDHK01000008.1_cds_CEJ60531.1_9527	PMG11_09102
lcl|CDHK01000008.1_cds_CEJ60532.1_9528	PMG11_09103
lcl|CDHK01000008.1_cds_CEJ60533.1_9529	PMG11_09104
lcl|CDHK01000008.1_cds_CEJ60534.1_9530	PMG11_09105
lcl|CDHK01000008.1_cds_CEJ60535.1_9531	PMG11_09106
lcl|CDHK01000008.1_cds_CEJ60536.1_9532	PMG11_09107
lcl|CDHK01000008.1_cds_CEJ60537.1_9533	PMG11_09108
lcl|CDHK01000008.1_cds_CEJ60538.1_9534	PMG11_09109
lcl|CDHK01000008.1_cds_CEJ60539.1_9535	PMG11_09110
lcl|CDHK01000008.1_cds_CEJ60540.1_9536	PMG11_09111
lcl|CDHK01000008.1_cds_CEJ60541.1_9537	PMG11_09112
lcl|CDHK01000008.1_cds_CEJ60542.1_9538	PMG11_09113
lcl|CDHK01000008.1_cds_CEJ60543.1_9539	PMG11_09114
lcl|CDHK01000008.1_cds_CEJ60544.1_9540	PMG11_09115
lcl|CDHK01000008.1_cds_CEJ60545.1_9541	PMG11_09116
lcl|CDHK01000008.1_cds_CEJ60546.1_9542	PMG11_09117
lcl|CDHK01000008.1_cds_CEJ60547.1_9543	PMG11_09118
lcl|CDHK01000008.1_cds_CEJ60548.1_9544	PMG11_09119
lcl|CDHK01000008.1_cds_CEJ60549.1_9545	PMG11_09120
lcl|CDHK01000008.1_cds_CEJ60550.1_9546	PMG11_09121
lcl|CDHK01000008.1_cds_CEJ60551.1_9547	PMG11_09122
lcl|CDHK01000008.1_cds_CEJ60552.1_9548	PMG11_09123
lcl|CDHK01000008.1_cds_CEJ60553.1_9549	PMG11_09124
lcl|CDHK01000008.1_cds_CEJ60554.1_9550	PMG11_09125
lcl|CDHK01000008.1_cds_CEJ60555.1_9551	PMG11_09126
lcl|CDHK01000008.1_cds_CEJ60556.1_9552	PMG11_09127
lcl|CDHK01000008.1_cds_CEJ60557.1_9553	PMG11_09128
lcl|CDHK01000008.1_cds_CEJ60558.1_9554	PMG11_09129
lcl|CDHK01000008.1_cds_CEJ60559.1_9555	PMG11_09130
lcl|CDHK01000008.1_cds_CEJ60560.1_9556	PMG11_09131
lcl|CDHK01000008.1_cds_CEJ60561.1_9557	PMG11_09132
lcl|CDHK01000008.1_cds_CEJ60562.1_9558	PMG11_09133
lcl|CDHK01000008.1_cds_CEJ60563.1_9559	PMG11_09134
lcl|CDHK01000008.1_cds_CEJ60564.1_9560	PMG11_09135
lcl|CDHK01000008.1_cds_CEJ60565.1_9561	PMG11_09136
lcl|CDHK01000008.1_cds_CEJ60566.1_9562	PMG11_09137
lcl|CDHK01000008.1_cds_CEJ60567.1_9563	PMG11_09138
lcl|CDHK01000008.1_cds_CEJ60568.1_9564	PMG11_09139
lcl|CDHK01000008.1_cds_CEJ60569.1_9565	PMG11_09140
lcl|CDHK01000008.1_cds_CEJ60570.1_9566	PMG11_09141
lcl|CDHK01000008.1_cds_CEJ60571.1_9567	PMG11_09142
lcl|CDHK01000008.1_cds_CEJ60572.1_9568	PMG11_09143
lcl|CDHK01000008.1_cds_CEJ60573.1_9569	PMG11_09144
lcl|CDHK01000008.1_cds_CEJ60574.1_9570	PMG11_09145
lcl|CDHK01000008.1_cds_CEJ60576.1_9571	PMG11_09146
lcl|CDHK01000008.1_cds_CEJ60575.1_9572	PMG11_09146
lcl|CDHK01000008.1_cds_CEJ60577.1_9573	PMG11_09147
lcl|CDHK01000008.1_cds_CEJ60578.1_9574	PMG11_09148
lcl|CDHK01000008.1_cds_CEJ60579.1_9575	PMG11_09149
lcl|CDHK01000008.1_cds_CEJ60580.1_9576	PMG11_09150
lcl|CDHK01000008.1_cds_CEJ60581.1_9577	PMG11_09151
lcl|CDHK01000008.1_cds_CEJ60582.1_9578	PMG11_09152
lcl|CDHK01000008.1_cds_CEJ60583.1_9579	PMG11_09153
lcl|CDHK01000008.1_cds_CEJ60585.1_9580	PMG11_09154
lcl|CDHK01000008.1_cds_CEJ60584.1_9581	PMG11_09154
lcl|CDHK01000008.1_cds_CEJ60586.1_9582	PMG11_09155
lcl|CDHK01000008.1_cds_CEJ60587.1_9583	PMG11_09156
lcl|CDHK01000008.1_cds_CEJ60588.1_9584	PMG11_09157
lcl|CDHK01000008.1_cds_CEJ60589.1_9585	PMG11_09158
lcl|CDHK01000008.1_cds_CEJ60590.1_9586	PMG11_09159
lcl|CDHK01000008.1_cds_CEJ60591.1_9587	PMG11_09160
lcl|CDHK01000008.1_cds_CEJ60592.1_9588	PMG11_09161
lcl|CDHK01000008.1_cds_CEJ60593.1_9589	PMG11_09162
lcl|CDHK01000008.1_cds_CEJ60594.1_9590	PMG11_09163
lcl|CDHK01000008.1_cds_CEJ60595.1_9591	PMG11_09164
lcl|CDHK01000008.1_cds_CEJ60596.1_9592	PMG11_09165
lcl|CDHK01000008.1_cds_CEJ60597.1_9593	PMG11_09166
lcl|CDHK01000008.1_cds_CEJ60598.1_9594	PMG11_09167
lcl|CDHK01000008.1_cds_CEJ60599.1_9595	PMG11_09168
lcl|CDHK01000008.1_cds_CEJ60600.1_9596	PMG11_09169
lcl|CDHK01000008.1_cds_CEJ60601.1_9597	PMG11_09170
lcl|CDHK01000008.1_cds_CEJ60602.1_9598	PMG11_09171
lcl|CDHK01000008.1_cds_CEJ60603.1_9599	PMG11_09172
lcl|CDHK01000008.1_cds_CEJ60604.1_9600	PMG11_09173
lcl|CDHK01000008.1_cds_CEJ60605.1_9601	PMG11_09174
lcl|CDHK01000008.1_cds_CEJ60606.1_9602	PMG11_09175
lcl|CDHK01000008.1_cds_CEJ60607.1_9603	PMG11_09176
lcl|CDHK01000008.1_cds_CEJ60608.1_9604	PMG11_09177
lcl|CDHK01000008.1_cds_CEJ60609.1_9605	PMG11_09178
lcl|CDHK01000008.1_cds_CEJ60610.1_9606	PMG11_09179
lcl|CDHK01000008.1_cds_CEJ60611.1_9607	PMG11_09180
lcl|CDHK01000008.1_cds_CEJ60612.1_9608	PMG11_09181
lcl|CDHK01000008.1_cds_CEJ60613.1_9609	PMG11_09182
lcl|CDHK01000008.1_cds_CEJ60614.1_9610	PMG11_09183
lcl|CDHK01000008.1_cds_CEJ60615.1_9611	PMG11_09184
lcl|CDHK01000008.1_cds_CEJ60616.1_9612	PMG11_09185
lcl|CDHK01000008.1_cds_CEJ60617.1_9613	PMG11_09186
lcl|CDHK01000008.1_cds_CEJ60618.1_9614	PMG11_09187
lcl|CDHK01000008.1_cds_CEJ60619.1_9615	PMG11_09188
lcl|CDHK01000008.1_cds_CEJ60620.1_9616	PMG11_09189
lcl|CDHK01000008.1_cds_CEJ60621.1_9617	PMG11_09190
lcl|CDHK01000008.1_cds_CEJ60622.1_9618	PMG11_09191
lcl|CDHK01000009.1_cds_CEJ60623.1_9619	PMG11_09192
lcl|CDHK01000009.1_cds_CEJ60624.1_9620	PMG11_09193
lcl|CDHK01000009.1_cds_CEJ60625.1_9621	PMG11_09194
lcl|CDHK01000009.1_cds_CEJ60626.1_9622	PMG11_09195
lcl|CDHK01000009.1_cds_CEJ60627.1_9623	PMG11_09196
lcl|CDHK01000009.1_cds_CEJ60628.1_9624	PMG11_09197
lcl|CDHK01000009.1_cds_CEJ60629.1_9625	PMG11_09198
lcl|CDHK01000009.1_cds_CEJ60630.1_9626	PMG11_09199
lcl|CDHK01000009.1_cds_CEJ60631.1_9627	PMG11_09200
lcl|CDHK01000009.1_cds_CEJ60632.1_9628	PMG11_09200
lcl|CDHK01000009.1_cds_CEJ60633.1_9629	PMG11_09201
lcl|CDHK01000009.1_cds_CEJ60634.1_9630	PMG11_09202
lcl|CDHK01000009.1_cds_CEJ60635.1_9631	PMG11_09203
lcl|CDHK01000009.1_cds_CEJ60636.1_9632	PMG11_09204
lcl|CDHK01000009.1_cds_CEJ60637.1_9633	PMG11_09205
lcl|CDHK01000009.1_cds_CEJ60638.1_9634	PMG11_09206
lcl|CDHK01000009.1_cds_CEJ60639.1_9635	PMG11_09207
lcl|CDHK01000009.1_cds_CEJ60640.1_9636	PMG11_09208
lcl|CDHK01000009.1_cds_CEJ60641.1_9637	PMG11_09209
lcl|CDHK01000009.1_cds_CEJ60642.1_9638	PMG11_09210
lcl|CDHK01000009.1_cds_CEJ60643.1_9639	PMG11_09211
lcl|CDHK01000009.1_cds_CEJ60644.1_9640	PMG11_09212
lcl|CDHK01000009.1_cds_CEJ60645.1_9641	PMG11_09213
lcl|CDHK01000009.1_cds_CEJ60646.1_9642	PMG11_09214
lcl|CDHK01000009.1_cds_CEJ60647.1_9643	PMG11_09215
lcl|CDHK01000009.1_cds_CEJ60648.1_9644	PMG11_09216
lcl|CDHK01000009.1_cds_CEJ60649.1_9645	PMG11_09217
lcl|CDHK01000009.1_cds_CEJ60650.1_9646	PMG11_09218
lcl|CDHK01000009.1_cds_CEJ60651.1_9647	PMG11_09218
lcl|CDHK01000009.1_cds_CEJ60652.1_9648	PMG11_09219
lcl|CDHK01000009.1_cds_CEJ60653.1_9649	PMG11_09220
lcl|CDHK01000009.1_cds_CEJ60654.1_9650	PMG11_09221
lcl|CDHK01000009.1_cds_CEJ60655.1_9651	PMG11_09222
lcl|CDHK01000009.1_cds_CEJ60656.1_9652	PMG11_09223
lcl|CDHK01000009.1_cds_CEJ60657.1_9653	PMG11_09224
lcl|CDHK01000009.1_cds_CEJ60658.1_9654	PMG11_09225
lcl|CDHK01000009.1_cds_CEJ60659.1_9655	PMG11_09226
lcl|CDHK01000009.1_cds_CEJ60660.1_9656	PMG11_09227
lcl|CDHK01000009.1_cds_CEJ60661.1_9657	PMG11_09228
lcl|CDHK01000009.1_cds_CEJ60662.1_9658	PMG11_09229
lcl|CDHK01000009.1_cds_CEJ60663.1_9659	PMG11_09230
lcl|CDHK01000009.1_cds_CEJ60664.1_9660	PMG11_09230
lcl|CDHK01000009.1_cds_CEJ60665.1_9661	PMG11_09231
lcl|CDHK01000009.1_cds_CEJ60666.1_9662	PMG11_09232
lcl|CDHK01000009.1_cds_CEJ60667.1_9663	PMG11_09232
lcl|CDHK01000009.1_cds_CEJ60668.1_9664	PMG11_09233
lcl|CDHK01000009.1_cds_CEJ60669.1_9665	PMG11_09234
lcl|CDHK01000009.1_cds_CEJ60670.1_9666	PMG11_09235
lcl|CDHK01000009.1_cds_CEJ60671.1_9667	PMG11_09236
lcl|CDHK01000009.1_cds_CEJ60672.1_9668	PMG11_09237
lcl|CDHK01000009.1_cds_CEJ60673.1_9669	PMG11_09238
lcl|CDHK01000009.1_cds_CEJ60674.1_9670	PMG11_09239
lcl|CDHK01000009.1_cds_CEJ60675.1_9671	PMG11_09240
lcl|CDHK01000009.1_cds_CEJ60676.1_9672	PMG11_09241
lcl|CDHK01000009.1_cds_CEJ60677.1_9673	PMG11_09242
lcl|CDHK01000009.1_cds_CEJ60678.1_9674	PMG11_09243
lcl|CDHK01000009.1_cds_CEJ60679.1_9675	PMG11_09244
lcl|CDHK01000009.1_cds_CEJ60680.1_9676	PMG11_09245
lcl|CDHK01000009.1_cds_CEJ60681.1_9677	PMG11_09246
lcl|CDHK01000009.1_cds_CEJ60682.1_9678	PMG11_09247
lcl|CDHK01000009.1_cds_CEJ60683.1_9679	PMG11_09248
lcl|CDHK01000009.1_cds_CEJ60684.1_9680	PMG11_09249
lcl|CDHK01000009.1_cds_CEJ60685.1_9681	PMG11_09250
lcl|CDHK01000009.1_cds_CEJ60686.1_9682	PMG11_09251
lcl|CDHK01000009.1_cds_CEJ60687.1_9683	PMG11_09252
lcl|CDHK01000009.1_cds_CEJ60689.1_9684	PMG11_09253
lcl|CDHK01000009.1_cds_CEJ60688.1_9685	PMG11_09253
lcl|CDHK01000009.1_cds_CEJ60690.1_9686	PMG11_09254
lcl|CDHK01000009.1_cds_CEJ60691.1_9687	PMG11_09255
lcl|CDHK01000009.1_cds_CEJ60692.1_9688	PMG11_09256
lcl|CDHK01000009.1_cds_CEJ60693.1_9689	PMG11_09257
lcl|CDHK01000009.1_cds_CEJ60694.1_9690	PMG11_09258
lcl|CDHK01000009.1_cds_CEJ60695.1_9691	PMG11_09259
lcl|CDHK01000009.1_cds_CEJ60696.1_9692	PMG11_09260
lcl|CDHK01000009.1_cds_CEJ60697.1_9693	PMG11_09261
lcl|CDHK01000009.1_cds_CEJ60698.1_9694	PMG11_09262
lcl|CDHK01000009.1_cds_CEJ60699.1_9695	PMG11_09262
lcl|CDHK01000009.1_cds_CEJ60700.1_9696	PMG11_09263
lcl|CDHK01000009.1_cds_CEJ60701.1_9697	PMG11_09264
lcl|CDHK01000009.1_cds_CEJ60702.1_9698	PMG11_09265
lcl|CDHK01000009.1_cds_CEJ60703.1_9699	PMG11_09266
lcl|CDHK01000009.1_cds_CEJ60704.1_9700	PMG11_09267
lcl|CDHK01000009.1_cds_CEJ60705.1_9701	PMG11_09268
lcl|CDHK01000009.1_cds_CEJ60706.1_9702	PMG11_09269
lcl|CDHK01000009.1_cds_CEJ60707.1_9703	PMG11_09270
lcl|CDHK01000009.1_cds_CEJ60708.1_9704	PMG11_09271
lcl|CDHK01000009.1_cds_CEJ60709.1_9705	PMG11_09272
lcl|CDHK01000009.1_cds_CEJ60710.1_9706	PMG11_09273
lcl|CDHK01000009.1_cds_CEJ60711.1_9707	PMG11_09274
lcl|CDHK01000009.1_cds_CEJ60712.1_9708	PMG11_09275
lcl|CDHK01000009.1_cds_CEJ60713.1_9709	PMG11_09276
lcl|CDHK01000009.1_cds_CEJ60714.1_9710	PMG11_09277
lcl|CDHK01000009.1_cds_CEJ60715.1_9711	PMG11_09278
lcl|CDHK01000009.1_cds_CEJ60716.1_9712	PMG11_09279
lcl|CDHK01000009.1_cds_CEJ60717.1_9713	PMG11_09280
lcl|CDHK01000009.1_cds_CEJ60718.1_9714	PMG11_09281
lcl|CDHK01000009.1_cds_CEJ60719.1_9715	PMG11_09282
lcl|CDHK01000009.1_cds_CEJ60720.1_9716	PMG11_09283
lcl|CDHK01000009.1_cds_CEJ60721.1_9717	PMG11_09285
lcl|CDHK01000009.1_cds_CEJ60722.1_9718	PMG11_09284
lcl|CDHK01000009.1_cds_CEJ60723.1_9719	PMG11_09286
lcl|CDHK01000009.1_cds_CEJ60724.1_9720	PMG11_09287
lcl|CDHK01000009.1_cds_CEJ60725.1_9721	PMG11_09288
lcl|CDHK01000009.1_cds_CEJ60726.1_9722	PMG11_09289
lcl|CDHK01000009.1_cds_CEJ60727.1_9723	PMG11_09290
lcl|CDHK01000009.1_cds_CEJ60728.1_9724	PMG11_09291
lcl|CDHK01000009.1_cds_CEJ60729.1_9725	PMG11_09292
lcl|CDHK01000009.1_cds_CEJ60730.1_9726	PMG11_09293
lcl|CDHK01000009.1_cds_CEJ60731.1_9727	PMG11_09294
lcl|CDHK01000009.1_cds_CEJ60732.1_9728	PMG11_09295
lcl|CDHK01000009.1_cds_CEJ60733.1_9729	PMG11_09296
lcl|CDHK01000009.1_cds_CEJ60734.1_9730	PMG11_09297
lcl|CDHK01000009.1_cds_CEJ60735.1_9731	PMG11_09298
lcl|CDHK01000009.1_cds_CEJ60736.1_9732	PMG11_09299
lcl|CDHK01000009.1_cds_CEJ60737.1_9733	PMG11_09300
lcl|CDHK01000009.1_cds_CEJ60738.1_9734	PMG11_09301
lcl|CDHK01000009.1_cds_CEJ60739.1_9735	PMG11_09302
lcl|CDHK01000009.1_cds_CEJ60740.1_9736	PMG11_09303
lcl|CDHK01000009.1_cds_CEJ60741.1_9737	PMG11_09304
lcl|CDHK01000009.1_cds_CEJ60742.1_9738	PMG11_09305
lcl|CDHK01000009.1_cds_CEJ60743.1_9739	PMG11_09306
lcl|CDHK01000009.1_cds_CEJ60744.1_9740	PMG11_09307
lcl|CDHK01000009.1_cds_CEJ60745.1_9741	PMG11_09308
lcl|CDHK01000009.1_cds_CEJ60746.1_9742	PMG11_09308
lcl|CDHK01000009.1_cds_CEJ60747.1_9743	PMG11_09309
lcl|CDHK01000009.1_cds_CEJ60748.1_9744	PMG11_09310
lcl|CDHK01000009.1_cds_CEJ60749.1_9745	PMG11_09311
lcl|CDHK01000009.1_cds_CEJ60750.1_9746	PMG11_09312
lcl|CDHK01000009.1_cds_CEJ60751.1_9747	PMG11_09313
lcl|CDHK01000009.1_cds_CEJ60752.1_9748	PMG11_09314
lcl|CDHK01000009.1_cds_CEJ60753.1_9749	PMG11_09315
lcl|CDHK01000009.1_cds_CEJ60754.1_9750	PMG11_09317
lcl|CDHK01000009.1_cds_CEJ60755.1_9751	PMG11_09316
lcl|CDHK01000009.1_cds_CEJ60756.1_9752	PMG11_09319
lcl|CDHK01000009.1_cds_CEJ60757.1_9753	PMG11_09318
lcl|CDHK01000009.1_cds_CEJ60758.1_9754	PMG11_09320
lcl|CDHK01000009.1_cds_CEJ60759.1_9755	PMG11_09321
lcl|CDHK01000009.1_cds_CEJ60760.1_9756	PMG11_09322
lcl|CDHK01000009.1_cds_CEJ60761.1_9757	PMG11_09323
lcl|CDHK01000009.1_cds_CEJ60762.1_9758	PMG11_09324
lcl|CDHK01000009.1_cds_CEJ60763.1_9759	PMG11_09325
lcl|CDHK01000009.1_cds_CEJ60764.1_9760	PMG11_09326
lcl|CDHK01000009.1_cds_CEJ60765.1_9761	PMG11_09327
lcl|CDHK01000009.1_cds_CEJ60766.1_9762	PMG11_09328
lcl|CDHK01000009.1_cds_CEJ60767.1_9763	PMG11_09329
lcl|CDHK01000009.1_cds_CEJ60768.1_9764	PMG11_09330
lcl|CDHK01000009.1_cds_CEJ60769.1_9765	PMG11_09331
lcl|CDHK01000009.1_cds_CEJ60770.1_9766	PMG11_09332
lcl|CDHK01000009.1_cds_CEJ60771.1_9767	PMG11_09333
lcl|CDHK01000009.1_cds_CEJ60772.1_9768	PMG11_09334
lcl|CDHK01000009.1_cds_CEJ60773.1_9769	PMG11_09335
