locus_tag	chrom	start	end	strand	product
PMG11_08823	CDHK01000008.1	1144465	1148286	+	Putative Related to SSK1-two-component signal transducer
PMG11_08824	CDHK01000008.1	1148283	1149339	-	hypothetical protein
PMG11_08825	CDHK01000008.1	1150710	1151597	+	hypothetical protein
PMG11_08826	CDHK01000008.1	1152195	1153818	+	hypothetical protein
PMG11_08827	CDHK01000008.1	1154429	1157557	-	Putative Gmp synthase
PMG11_08828	CDHK01000008.1	1158613	1160960	-	hypothetical protein
PMG11_08829	CDHK01000008.1	1161106	1162878	+	hypothetical protein
PMG11_08830	CDHK01000008.1	1163260	1165095	+	hypothetical protein
PMG11_08831	CDHK01000008.1	1165263	1166714	+	hypothetical protein
PMG11_08832	CDHK01000008.1	1167639	1169171	+	hypothetical protein
PMG11_08833	CDHK01000008.1	1169478	1170419	+	hypothetical protein
PMG11_08834	CDHK01000008.1	1173018	1175283	+	hypothetical protein
PMG11_08835	CDHK01000008.1	1176645	1178870	-	hypothetical protein
PMG11_08836	CDHK01000008.1	1183229	1184884	+	Putative Carboxylesterase type B
PMG11_08837	CDHK01000008.1	1186532	1188343	-	hypothetical protein
PMG11_08838	CDHK01000008.1	1188767	1192652	-	Putative YALI0F12375p
PMG11_08839	CDHK01000008.1	1195468	1196099	-	Putative 37S ribosomal protein S16 (AFU_orthologue; AFUA_5G08350)
PMG11_08840	CDHK01000008.1	1196414	1197480	+	Putative AI-BP family protein
PMG11_08841	CDHK01000008.1	1197534	1200840	-	Putative Complex: Ufd3p is an in vivo ligand of Cdc48p
PMG11_08842	CDHK01000008.1	1201286	1202614	+	Putative Serine/threonine kinase receptor-associated protein
PMG11_08843	CDHK01000008.1	1203140	1204762	-	hypothetical protein
PMG11_08844	CDHK01000008.1	1205031	1208222	-	Putative Alpha-actinin, sarcomeric (F-actin cross linking protein)
PMG11_08845	CDHK01000008.1	1208517	1210795	+	Putative Aldo-keto reductase
PMG11_08846	CDHK01000008.1	1209788	1211629	-	Putative tRNA a64-2'-o-ribosylphosphate transferase
PMG11_08847	CDHK01000008.1	1212888	1214576	+	Putative HAD superfamily hydrolase
PMG11_08848	CDHK01000008.1	1215566	1217701	+	Putative ADP-ribose pyrophosphatase
PMG11_08849	CDHK01000008.1	1217186	1218062	-	Putative Nucleoside diphosphate-sugar hydrolase of the MutT
PMG11_08850	CDHK01000008.1	1222045	1226173	+	hypothetical protein
PMG11_08851	CDHK01000008.1	1226446	1228525	+	hypothetical protein
PMG11_08852	CDHK01000008.1	1229033	1230510	+	hypothetical protein
PMG11_08853	CDHK01000008.1	1231740	1232075	+	hypothetical protein
PMG11_08854	CDHK01000008.1	1232940	1233523	+	hypothetical protein
PMG11_08855	CDHK01000008.1	1233799	1235568	-	hypothetical protein
PMG11_08856	CDHK01000008.1	1236255	1238700	+	Putative Arginine biosynthesis ArgJ, mitochondrial
PMG11_08857	CDHK01000008.1	1240149	1241444	+	hypothetical protein
PMG11_08858	CDHK01000008.1	1242544	1243317	+	hypothetical protein
PMG11_08859	CDHK01000008.1	1244334	1245517	-	Putative Autophagy-related protein 3
PMG11_08860	CDHK01000008.1	1245956	1246913	-	Putative Cyclin domain protein
PMG11_08861	CDHK01000008.1	1247726	1249799	+	hypothetical protein
PMG11_08862	CDHK01000008.1	1250217	1251949	+	Putative Protein transport protein SEC61 alpha subunit
PMG11_08863	CDHK01000008.1	1252723	1254283	+	Putative Pyridoxine biosynthesis protein
PMG11_08864	CDHK01000008.1	1255796	1256302	+	hypothetical protein
PMG11_08865	CDHK01000008.1	1256660	1257395	+	hypothetical protein
PMG11_08866	CDHK01000008.1	1260360	1262078	+	hypothetical protein
PMG11_08867	CDHK01000008.1	1262841	1266356	+	hypothetical protein
PMG11_08868	CDHK01000008.1	1264783	1266162	-	hypothetical protein
PMG11_08869	CDHK01000008.1	1266710	1270195	+	Putative Exocyst complex component Sec8
PMG11_08870	CDHK01000008.1	1270591	1274457	+	hypothetical protein
PMG11_08871	CDHK01000008.1	1275148	1276338	+	Putative Extracellular cellulase CelA/allergen Asp F7-like
PMG11_08872	CDHK01000008.1	1276788	1279452	-	Putative Helix loop helix transcription factor EB
PMG11_08873	CDHK01000008.1	1280307	1282133	-	hypothetical protein
PMG11_08874	CDHK01000008.1	1282269	1286906	-	Putative MCM3-associated protein
PMG11_08875	CDHK01000008.1	1287040	1290489	-	hypothetical protein
PMG11_08876	CDHK01000008.1	1305128	1310959	-	Putative ABC metal ion transporter
PMG11_08877	CDHK01000008.1	1312402	1315523	-	hypothetical protein
PMG11_08878	CDHK01000008.1	1315530	1318889	+	hypothetical protein
PMG11_08879	CDHK01000008.1	1319357	1321350	+	Putative Ankyrin repeat protein
PMG11_08880	CDHK01000008.1	1321614	1324028	+	hypothetical protein
PMG11_08881	CDHK01000008.1	1327793	1329510	+	hypothetical protein
PMG11_08882	CDHK01000008.1	1330830	1332071	+	hypothetical protein
PMG11_08883	CDHK01000008.1	1332287	1334544	-	Putative AP-2 complex subunit mu-1
PMG11_08884	CDHK01000008.1	1335931	1336239	+	hypothetical protein
PMG11_08885	CDHK01000008.1	1336845	1338812	-	hypothetical protein
PMG11_08886	CDHK01000008.1	1338997	1343187	-	hypothetical protein
PMG11_08887	CDHK01000008.1	1343440	1344492	+	hypothetical protein
PMG11_08888	CDHK01000008.1	1343882	1349467	-	hypothetical protein
PMG11_08889	CDHK01000008.1	1350834	1355731	+	hypothetical protein
PMG11_08890	CDHK01000008.1	1354196	1355632	-	hypothetical protein
PMG11_08891	CDHK01000008.1	1355802	1358684	+	Putative Cysteinyl-tRNA synthetase
PMG11_08892	CDHK01000008.1	1359068	1360407	+	hypothetical protein
PMG11_08893	CDHK01000008.1	1360599	1362309	+	Putative YBR147W
PMG11_08894	CDHK01000008.1	1362210	1363318	-	hypothetical protein
PMG11_08895	CDHK01000008.1	1364815	1366443	+	hypothetical protein
PMG11_08896	CDHK01000008.1	1366656	1368732	+	hypothetical protein
PMG11_08897	CDHK01000008.1	1369368	1371859	-	Putative Oxidosqualene:lanosterol cyclase (AFU_orthologue; AFUA_5G04080)
PMG11_08898	CDHK01000008.1	1372757	1374278	+	hypothetical protein
PMG11_08899	CDHK01000008.1	1374582	1375179	-	Putative Ubiquitin carrier protein
PMG11_08900	CDHK01000008.1	1375580	1377345	-	hypothetical protein
PMG11_08901	CDHK01000008.1	1377964	1378417	-	Putative Long chronological lifespan protein 2
PMG11_08902	CDHK01000008.1	1378612	1379430	+	Putative Mitochondrial ribosomal protein MRP7
PMG11_08903	CDHK01000008.1	1380218	1382317	-	hypothetical protein
PMG11_08904	CDHK01000008.1	1382680	1384372	-	Putative FAD/FMN-containing dehydrogenase
PMG11_08905	CDHK01000008.1	1385005	1388170	-	hypothetical protein
PMG11_08906	CDHK01000008.1	1388526	1390394	-	hypothetical protein
PMG11_08907	CDHK01000008.1	1390717	1393184	+	hypothetical protein
PMG11_08908	CDHK01000008.1	1393613	1398293	-	hypothetical protein
PMG11_08909	CDHK01000008.1	1398464	1400449	-	hypothetical protein
PMG11_08910	CDHK01000008.1	1400702	1401111	+	Putative Nop10 family nucleolar RNA-binding protein
PMG11_08911	CDHK01000008.1	1401088	1402938	-	hypothetical protein
PMG11_08912	CDHK01000008.1	1403421	1404455	-	hypothetical protein
PMG11_08913	CDHK01000008.1	1404987	1406961	+	hypothetical protein
PMG11_08914	CDHK01000008.1	1407345	1408239	-	hypothetical protein
PMG11_08915	CDHK01000008.1	1408725	1410398	-	hypothetical protein
PMG11_08916	CDHK01000008.1	1416069	1417470	+	hypothetical protein
PMG11_08917	CDHK01000008.1	1417875	1419425	-	Putative Aminopeptidase I zinc metalloprotease
PMG11_08918	CDHK01000008.1	1420252	1422143	+	Putative Alcohol dehydrogenase
PMG11_08919	CDHK01000008.1	1423809	1425377	+	hypothetical protein
PMG11_08920	CDHK01000008.1	1426043	1428635	-	hypothetical protein
PMG11_08921	CDHK01000008.1	1428374	1429110	+	Putative 2Fe-2S iron-sulfur cluster binding domain protein
PMG11_08922	CDHK01000008.1	1429387	1430307	-	Putative Ribosomal RNA-processing protein 15
PMG11_08923	CDHK01000008.1	1430464	1434794	-	hypothetical protein
PMG11_08924	CDHK01000008.1	1430551	1432215	+	Putative Signal recognition particle 54 kDa protein
PMG11_08925	CDHK01000008.1	1435006	1435977	-	Putative Class III chitinase
PMG11_08926	CDHK01000008.1	1437663	1440302	+	hypothetical protein
PMG11_08927	CDHK01000008.1	1440667	1442689	-	hypothetical protein
PMG11_08928	CDHK01000008.1	1445257	1447267	-	hypothetical protein
PMG11_08929	CDHK01000008.1	1448081	1450270	-	hypothetical protein
PMG11_08930	CDHK01000008.1	1450455	1452437	-	Putative Beta-glucosidase 1B
PMG11_08931	CDHK01000008.1	1452583	1454494	+	Putative Lactose permease
PMG11_08932	CDHK01000008.1	1457575	1461501	+	hypothetical protein
PMG11_08933	CDHK01000008.1	1461718	1463388	+	hypothetical protein
PMG11_08934	CDHK01000008.1	1466747	1467868	+	hypothetical protein
PMG11_08935	CDHK01000008.1	1468169	1470506	+	hypothetical protein
PMG11_08936	CDHK01000008.1	1470998	1473098	+	hypothetical protein
PMG11_08937	CDHK01000008.1	1474700	1479726	+	hypothetical protein
PMG11_08938	CDHK01000008.1	1480366	1482107	+	hypothetical protein
PMG11_08939	CDHK01000008.1	1484490	1486306	+	hypothetical protein
PMG11_08940	CDHK01000008.1	1486651	1488101	+	Putative Transcription initiation factor TFIID complex 60 kDa subunit
PMG11_08941	CDHK01000008.1	1489752	1491296	+	Putative S-adenosylmethionine decarboxylase
PMG11_08942	CDHK01000008.1	1491840	1493847	+	Putative Transcription factor TFIID complex subunit Taf11
PMG11_08943	CDHK01000008.1	1494398	1496405	+	hypothetical protein
PMG11_08944	CDHK01000008.1	1496483	1498321	-	hypothetical protein
PMG11_08945	CDHK01000008.1	1498932	1499693	-	Putative Outer membrane protein Tom13
PMG11_08946	CDHK01000008.1	1500228	1501910	+	hypothetical protein
PMG11_08947	CDHK01000008.1	1502040	1503206	+	Putative Cytosolic Fe-S cluster assembly factor cfd1
PMG11_08948	CDHK01000008.1	1503484	1504728	-	hypothetical protein
PMG11_08949	CDHK01000008.1	1505118	1506064	+	hypothetical protein
PMG11_08950	CDHK01000008.1	1506249	1507299	-	Putative Mitochondrial large ribosomal subunit protein L1
PMG11_08951	CDHK01000008.1	1506399	1509930	+	Putative Glutamyl-tRNA synthetase
PMG11_08952	CDHK01000008.1	1510527	1511414	-	hypothetical protein
PMG11_08953	CDHK01000008.1	1511446	1516281	-	Putative Plasma membrane H-transporting ATPase
PMG11_08954	CDHK01000008.1	1516604	1518508	-	hypothetical protein
PMG11_08955	CDHK01000008.1	1519628	1520920	-	hypothetical protein
PMG11_08956	CDHK01000008.1	1521049	1522451	-	Putative PQ loop repeat protein
PMG11_08957	CDHK01000008.1	1524497	1527818	-	Putative Glucosidase II alpha subunit
PMG11_08958	CDHK01000008.1	1527848	1528790	+	Putative Nucleoside diphosphate kinase
PMG11_08959	CDHK01000008.1	1528886	1529787	-	hypothetical protein
PMG11_08960	CDHK01000008.1	1530184	1532346	+	Putative Methylenetetrahydrofolate reductase
PMG11_08961	CDHK01000008.1	1532789	1534352	-	hypothetical protein
PMG11_08962	CDHK01000008.1	1534602	1535324	+	Putative Thymidylate kinase
PMG11_08963	CDHK01000008.1	1535396	1536660	-	Putative Structure-specific endonuclease subunit slx1
PMG11_08964	CDHK01000008.1	1537967	1546083	+	Putative DNA-binding protein jumonji/RBP2/SMCY
PMG11_08965	CDHK01000008.1	1544613	1545833	-	hypothetical protein
PMG11_08966	CDHK01000008.1	1546731	1553338	-	Putative SH3-domain-containing protein
PMG11_08967	CDHK01000008.1	1546988	1548394	+	hypothetical protein
PMG11_08968	CDHK01000008.1	1554766	1556934	+	hypothetical protein
PMG11_08969	CDHK01000008.1	1558094	1566945	+	Putative Conidial pigment polyketide synthase PksP/Alb1
PMG11_08970	CDHK01000008.1	1565978	1568369	-	hypothetical protein
PMG11_08971	CDHK01000008.1	1568490	1570275	-	hypothetical protein
PMG11_08972	CDHK01000008.1	1570456	1575350	+	hypothetical protein
PMG11_08973	CDHK01000008.1	1574602	1575962	-	Putative NADH pyrophosphatase I of the Nudix family of hydrolase
PMG11_08974	CDHK01000008.1	1576240	1581423	+	Putative Glutamine-dependent NAD() synthetase
PMG11_08975	CDHK01000008.1	1579844	1581385	-	hypothetical protein
PMG11_08976	CDHK01000008.1	1581675	1583968	-	hypothetical protein
PMG11_08977	CDHK01000008.1	1584098	1587385	-	Putative DNA repair helicase RAD25
PMG11_08978	CDHK01000008.1	1587416	1588280	+	hypothetical protein
PMG11_08979	CDHK01000008.1	1588359	1589272	-	hypothetical protein
PMG11_08980	CDHK01000008.1	1591475	1593310	+	hypothetical protein
PMG11_08981	CDHK01000008.1	1593696	1594715	+	hypothetical protein
PMG11_08982	CDHK01000008.1	1597261	1598082	-	hypothetical protein
PMG11_08983	CDHK01000008.1	1600375	1601310	-	hypothetical protein
PMG11_08984	CDHK01000008.1	1605667	1606857	-	Putative Erp2,4
PMG11_08985	CDHK01000008.1	1606934	1612107	-	Putative Ubiquitin carboxyl-terminal hydrolase (Fragment)
PMG11_08986	CDHK01000008.1	1612320	1613837	+	Putative Pyruvate dehydrogenase kinase
PMG11_08987	CDHK01000008.1	1614552	1615076	+	hypothetical protein
PMG11_08988	CDHK01000008.1	1615321	1616434	-	hypothetical protein
PMG11_08989	CDHK01000008.1	1616667	1617306	+	hypothetical protein
PMG11_08990	CDHK01000008.1	1617421	1622244	-	hypothetical protein
PMG11_08991	CDHK01000008.1	1622355	1624344	-	Putative Translation initiation factor eIF4E3
PMG11_08992	CDHK01000008.1	1625182	1630559	-	Putative CTD kinase subunit alpha
PMG11_08993	CDHK01000008.1	1631047	1631911	-	hypothetical protein
PMG11_08994	CDHK01000008.1	1632577	1634534	-	Putative GTP cyclohydrolase I
PMG11_08995	CDHK01000008.1	1635455	1637152	-	Putative Chromatin assembly factor 1 subunit C
PMG11_08996	CDHK01000008.1	1637033	1642225	+	Putative 5'-3' exonuclease XRN1/KEM1/SEP1 involved in DNA strand exchange and mRNA turnover
PMG11_08997	CDHK01000008.1	1642356	1644242	-	hypothetical protein
PMG11_08998	CDHK01000008.1	1644454	1647598	-	Putative WD repeat protein
PMG11_08999	CDHK01000008.1	1647606	1649794	+	Putative Sep5
PMG11_09000	CDHK01000008.1	1649978	1651245	+	Putative WD domain protein
PMG11_09001	CDHK01000008.1	1651484	1652536	+	hypothetical protein
PMG11_09002	CDHK01000008.1	1653120	1655731	-	hypothetical protein
PMG11_09003	CDHK01000008.1	1657209	1660202	+	hypothetical protein
PMG11_09004	CDHK01000008.1	1661085	1662630	+	hypothetical protein
PMG11_09005	CDHK01000008.1	1662620	1664965	-	Putative Transcriptional regulator Cwf13/SkiP
PMG11_09006	CDHK01000008.1	1665149	1668067	-	hypothetical protein
PMG11_09007	CDHK01000008.1	1668841	1675891	-	hypothetical protein
PMG11_09008	CDHK01000008.1	1668880	1670241	+	hypothetical protein
PMG11_09009	CDHK01000008.1	1682521	1684516	-	Putative 60S ribosomal protein L4-B
PMG11_09010	CDHK01000008.1	1684789	1688942	+	hypothetical protein
PMG11_09011	CDHK01000008.1	1689482	1690693	-	hypothetical protein
PMG11_09012	CDHK01000008.1	1696058	1697347	-	Putative Impact family protein
PMG11_09013	CDHK01000008.1	1697512	1699888	-	hypothetical protein
PMG11_09014	CDHK01000008.1	1701727	1704420	+	Putative LCCL domain protein
PMG11_09015	CDHK01000008.1	1704615	1707405	+	hypothetical protein
PMG11_09016	CDHK01000008.1	1707827	1711338	+	Putative Lysophospholipase
PMG11_09017	CDHK01000008.1	1713003	1715401	+	Putative Nitrogen metabolite repression regulator NmrA
PMG11_09018	CDHK01000008.1	1716392	1719169	+	hypothetical protein
PMG11_09019	CDHK01000008.1	1716948	1719323	-	Putative SNARE domain protein
PMG11_09020	CDHK01000008.1	1719539	1721754	+	hypothetical protein
PMG11_09021	CDHK01000008.1	1722826	1724238	+	hypothetical protein
PMG11_09022	CDHK01000008.1	1724891	1725481	+	hypothetical protein
PMG11_09023	CDHK01000008.1	1725813	1726583	-	Putative Phospholipase/Carboxylesterase superfamily
PMG11_09024	CDHK01000008.1	1727686	1728387	+	hypothetical protein
PMG11_09025	CDHK01000008.1	1728655	1731139	-	Putative Glucoamylase
PMG11_09026	CDHK01000008.1	1735681	1736968	+	Putative CipC protein
PMG11_09027	CDHK01000008.1	1737210	1741103	+	hypothetical protein
PMG11_09028	CDHK01000008.1	1741812	1742810	+	hypothetical protein
PMG11_09029	CDHK01000008.1	1742692	1744527	-	Putative Bax Inhibitor family protein
PMG11_09030	CDHK01000008.1	1744715	1746090	+	hypothetical protein
PMG11_09031	CDHK01000008.1	1746386	1748166	-	Putative Amino acid transporter
PMG11_09032	CDHK01000008.1	1748532	1749635	-	Putative NAD-dependent 15-hydroxyprostaglandin dehydrogenase
PMG11_09033	CDHK01000008.1	1750779	1752402	+	Putative DUF1479 domain protein (AFU_orthologue; AFUA_5G09280)
PMG11_09034	CDHK01000008.1	1751638	1754187	-	hypothetical protein
PMG11_09035	CDHK01000008.1	1755959	1758870	+	Putative Chitin synthase G
PMG11_09036	CDHK01000008.1	1759184	1759980	+	hypothetical protein
PMG11_09037	CDHK01000008.1	1760127	1763659	+	hypothetical protein
PMG11_09038	CDHK01000008.1	1764100	1767546	+	hypothetical protein
PMG11_09039	CDHK01000008.1	1768882	1769928	-	Putative Fatty acid hydroxylase superfamily protein
PMG11_09040	CDHK01000008.1	1771730	1773318	-	hypothetical protein
PMG11_09041	CDHK01000008.1	1773983	1776790	-	Putative Transcription factor (Snd1/p100)
PMG11_09042	CDHK01000008.1	1777072	1778902	-	Putative Superoxide dismutase
PMG11_09043	CDHK01000008.1	1779509	1780746	-	Putative Transaldolase
PMG11_09044	CDHK01000008.1	1781803	1789762	-	Putative Beige/BEACH domain-containing protein
PMG11_09045	CDHK01000008.1	1790933	1793287	+	Putative Cerevisin
PMG11_09046	CDHK01000008.1	1794932	1797023	+	hypothetical protein
PMG11_09047	CDHK01000008.1	1797383	1800172	-	Putative MFS general substrate transporter
PMG11_09048	CDHK01000008.1	1801740	1802889	-	hypothetical protein
PMG11_09049	CDHK01000008.1	1803782	1805570	-	Putative Ubiquitin carrier protein
PMG11_09050	CDHK01000008.1	1806237	1814127	+	Putative Multidrug resistance-associated protein
PMG11_09051	CDHK01000008.1	1812351	1814035	-	hypothetical protein
PMG11_09052	CDHK01000008.1	1815078	1816281	-	hypothetical protein
PMG11_09053	CDHK01000008.1	1817758	1819319	-	hypothetical protein
PMG11_09054	CDHK01000008.1	1819937	1821154	-	Putative Arp2/3 complex subunit Arc16
PMG11_09055	CDHK01000008.1	1821580	1823307	+	hypothetical protein
PMG11_09056	CDHK01000008.1	1823514	1824450	-	Putative Short chain dehydrogenase
PMG11_09057	CDHK01000008.1	1824693	1827616	+	hypothetical protein
PMG11_09058	CDHK01000008.1	1828010	1831909	+	Putative Function: SPT8 of S. cerevisiae is a member of the yeast SAGA complex
PMG11_09059	CDHK01000008.1	1830741	1831796	-	hypothetical protein
PMG11_09060	CDHK01000008.1	1832042	1833419	+	Putative Pre-mRNA-processing factor
PMG11_09061	CDHK01000008.1	1833264	1834869	-	hypothetical protein
PMG11_09062	CDHK01000008.1	1836476	1838005	-	Putative Sterol uptake control protein 2
PMG11_09063	CDHK01000008.1	1838626	1839548	+	hypothetical protein
PMG11_09064	CDHK01000008.1	1840249	1844499	-	Putative Sugar transporter
PMG11_09065	CDHK01000008.1	1845904	1847172	+	hypothetical protein
PMG11_09066	CDHK01000008.1	1848346	1849335	+	hypothetical protein
PMG11_09067	CDHK01000008.1	1850952	1852275	-	Putative ER membrane protein
PMG11_09068	CDHK01000008.1	1856467	1859462	-	hypothetical protein
PMG11_09069	CDHK01000008.1	1859784	1863493	-	hypothetical protein
PMG11_09070	CDHK01000008.1	1864381	1865370	+	Putative Podospora anserina S mat genomic DNA chromosome 1, supercontig 5
PMG11_09071	CDHK01000008.1	1867149	1867473	-	Putative NADH-ubiquinone oxidoreductase 9.5 kDa subunit
PMG11_09072	CDHK01000008.1	1867880	1869418	+	Putative Oligosaccharyl transferase subunit (Beta)
PMG11_09073	CDHK01000008.1	1869834	1870397	-	Putative Short chain dehydrogenase
PMG11_09074	CDHK01000008.1	1870498	1872527	+	Putative Triglyceride lipase-cholesterol esterase
PMG11_09075	CDHK01000008.1	1872722	1873875	-	hypothetical protein
PMG11_09076	CDHK01000008.1	1875133	1880745	-	Putative Superfamily II DNA/RNA helicases
PMG11_09077	CDHK01000008.1	1880930	1883168	-	hypothetical protein
PMG11_09078	CDHK01000008.1	1884260	1885036	-	hypothetical protein
PMG11_09079	CDHK01000008.1	1886144	1887443	-	Putative 60S ribosomal protein L2
PMG11_09080	CDHK01000008.1	1888156	1890860	+	hypothetical protein
PMG11_09081	CDHK01000008.1	1889648	1891863	-	hypothetical protein
PMG11_09082	CDHK01000008.1	1891907	1893914	+	Putative Possible pfkB family carbohydrate kinase
PMG11_09083	CDHK01000008.1	1893918	1897887	-	hypothetical protein
PMG11_09084	CDHK01000008.1	1898336	1899263	+	Putative C2H2 zinc finger domain-containing protein
PMG11_09085	CDHK01000008.1	1898987	1902860	-	Putative Regulatory protein
PMG11_09086	CDHK01000008.1	1904350	1906485	-	Putative Quinidine resistance protein 1
PMG11_09087	CDHK01000008.1	1907189	1912275	+	Putative MAP kinase kinase kinase Ste11/SteC
PMG11_09088	CDHK01000008.1	1911355	1912592	-	Putative Ribosomal protein L5/L7
PMG11_09089	CDHK01000008.1	1913130	1916456	+	Putative Ubiquitin C-terminal hydrolase family protein (Fragment)
PMG11_09090	CDHK01000008.1	1916569	1917237	-	hypothetical protein
PMG11_09091	CDHK01000008.1	1917537	1920986	+	Putative DigA protein
PMG11_09092	CDHK01000008.1	1928509	1932992	+	hypothetical protein
PMG11_09093	CDHK01000008.1	1933223	1936705	+	hypothetical protein
PMG11_09094	CDHK01000008.1	1937057	1937590	+	Putative Spo12 family protein
PMG11_09095	CDHK01000008.1	1938494	1940091	+	Putative Acyl-dehydrogenase family protein
PMG11_09096	CDHK01000008.1	1940538	1942562	-	Putative Ribosome biogenesis GTPase Lsg1
PMG11_09097	CDHK01000008.1	1942823	1944721	+	Putative Low-temperature viability protein ltv1
PMG11_09098	CDHK01000008.1	1944679	1945505	-	hypothetical protein
PMG11_09099	CDHK01000008.1	1945871	1947760	-	Putative CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
PMG11_09100	CDHK01000008.1	1947836	1948648	+	Putative NADH-ubiquinone oxidoreductase subunit B17.2
PMG11_09101	CDHK01000008.1	1949064	1952797	-	hypothetical protein
PMG11_09102	CDHK01000008.1	1953116	1955530	+	hypothetical protein
PMG11_09103	CDHK01000008.1	1955655	1957292	-	hypothetical protein
PMG11_09104	CDHK01000008.1	1958033	1961499	+	hypothetical protein
PMG11_09105	CDHK01000008.1	1961410	1962216	-	hypothetical protein
PMG11_09106	CDHK01000008.1	1962563	1963866	-	Putative Exo-arabinanase abnx-Penicillium chrysogenum (Precursor)
PMG11_09107	CDHK01000008.1	1965787	1972128	-	hypothetical protein
PMG11_09108	CDHK01000008.1	1972191	1974192	+	Putative Glutathione synthetase
PMG11_09109	CDHK01000008.1	1974948	1977709	+	Putative D-xylose-proton symporter
PMG11_09110	CDHK01000008.1	1977985	1978453	+	hypothetical protein
PMG11_09111	CDHK01000008.1	1978625	1979179	+	hypothetical protein
PMG11_09112	CDHK01000008.1	1979927	1981773	-	Putative UPF0187 domain membrane protein (AFU_orthologue; AFUA_5G06660)
PMG11_09113	CDHK01000008.1	1982733	1984443	-	Putative Synaptic vesicle transporter SVOP
PMG11_09114	CDHK01000008.1	1989783	1992348	+	Putative Integral membrane protein
PMG11_09115	CDHK01000008.1	1994340	1996759	+	Putative 4-aminobutyrate aminotransferase
PMG11_09116	CDHK01000008.1	1996727	1997332	-	Putative Transcription elongation factor SPT4
PMG11_09117	CDHK01000008.1	1997327	1999702	+	Putative Serine/threonine-protein phosphatase
PMG11_09118	CDHK01000008.1	2000001	2001671	+	hypothetical protein
PMG11_09119	CDHK01000008.1	2002014	2003754	+	Putative DUF89 domain protein
PMG11_09120	CDHK01000008.1	2003529	2007515	-	hypothetical protein
PMG11_09121	CDHK01000008.1	2006910	2007323	+	hypothetical protein
PMG11_09122	CDHK01000008.1	2007538	2013916	+	Putative eIF-2alpha kinase GCN2
PMG11_09123	CDHK01000008.1	2012630	2014914	-	Putative Pre-mRNA-splicing factor cwc2
PMG11_09124	CDHK01000008.1	2015093	2016908	+	Putative GTP-binding protein 1
PMG11_09125	CDHK01000008.1	2016977	2018995	-	Putative Carbamoyl-phosphate synthase arginine-specific small chain-like protein
PMG11_09126	CDHK01000008.1	2019481	2020367	+	hypothetical protein
PMG11_09127	CDHK01000008.1	2020609	2022552	+	hypothetical protein
PMG11_09128	CDHK01000008.1	2022782	2024649	-	hypothetical protein
PMG11_09129	CDHK01000008.1	2025028	2026300	-	Putative DnaJ domain protein Psi
PMG11_09130	CDHK01000008.1	2027511	2029420	-	Putative Carboxypeptidase C
PMG11_09131	CDHK01000008.1	2030477	2031767	+	hypothetical protein
PMG11_09132	CDHK01000008.1	2033368	2035068	+	hypothetical protein
PMG11_09133	CDHK01000008.1	2035261	2037794	-	Putative Duf895 domain membrane protein
PMG11_09134	CDHK01000008.1	2040331	2040960	-	hypothetical protein
PMG11_09135	CDHK01000008.1	2041487	2043366	-	hypothetical protein
PMG11_09136	CDHK01000008.1	2043711	2045602	-	hypothetical protein
PMG11_09137	CDHK01000008.1	2046466	2048444	+	hypothetical protein
PMG11_09138	CDHK01000008.1	2048747	2049348	-	hypothetical protein
PMG11_09139	CDHK01000008.1	2049938	2051515	-	hypothetical protein
PMG11_09140	CDHK01000008.1	2052730	2054985	+	hypothetical protein
PMG11_09141	CDHK01000008.1	2058645	2062492	+	Putative Transcription factor steA
PMG11_09142	CDHK01000008.1	2062669	2065435	+	Putative General alpha-glucoside permease
PMG11_09143	CDHK01000008.1	2065618	2068594	+	Putative Sodium/hydrogen exchanger
PMG11_09144	CDHK01000008.1	2069656	2072149	+	Putative Amino acid transporters
PMG11_09145	CDHK01000008.1	2073024	2075739	-	Putative Alcohol dehydrogenase 1
PMG11_09146	CDHK01000008.1	2077231	2083871	+	Putative Chromodomain-helicase-DNA-binding protein
PMG11_09147	CDHK01000008.1	2085073	2087840	+	Putative 5-aminolevulinate synthase, mitochondrial
PMG11_09148	CDHK01000008.1	2087941	2090883	+	hypothetical protein
PMG11_09149	CDHK01000008.1	2088047	2091562	-	hypothetical protein
PMG11_09150	CDHK01000008.1	2092801	2095514	-	Putative Permease of the major facilitator superfamily
PMG11_09151	CDHK01000008.1	2096910	2098241	+	Putative Rieske
PMG11_09152	CDHK01000008.1	2098397	2099076	-	hypothetical protein
PMG11_09153	CDHK01000008.1	2099857	2101489	-	Putative Benomyl/methotrexate resistance protein
PMG11_09154	CDHK01000008.1	2103509	2105250	+	hypothetical protein
PMG11_09155	CDHK01000008.1	2105811	2107745	-	hypothetical protein
PMG11_09156	CDHK01000008.1	2107811	2108245	-	hypothetical protein
PMG11_09157	CDHK01000008.1	2109381	2110775	+	hypothetical protein
PMG11_09158	CDHK01000008.1	2110936	2111939	-	hypothetical protein
PMG11_09159	CDHK01000008.1	2112635	2113782	+	hypothetical protein
PMG11_09160	CDHK01000008.1	2114070	2115473	-	Putative Succinyl-CoA ligase subunit alpha
PMG11_09161	CDHK01000008.1	2115652	2118263	+	Putative ELP3/histone acetyltransferase
PMG11_09162	CDHK01000008.1	2118187	2118732	-	hypothetical protein
